pages_crawled,total_reward,terminal_states
1187,107,583
1188,107,583
1189,107,583
1190,107,584
1191,108,585
1192,108,586
1193,108,586
1194,108,586
1195,108,587
1196,108,587
1197,108,587
1198,108,587
1199,108,587
1200,108,588
1201,108,589
1202,109,590
1203,109,590
1204,109,590
1205,109,590
1206,109,591
1207,109,592
1208,109,593
1209,109,594
1210,109,594
1211,109,594
1212,109,594
1213,109,594
1214,109,594
1215,109,594
1216,109,594
1217,109,594
1218,109,594
1219,109,594
1220,109,594
1221,109,594
1222,109,594
1223,109,594
1224,109,594
1225,109,594
1226,109,594
1227,109,594
1228,109,594
1229,109,594
1230,109,594
1231,109,594
1232,109,594
1233,109,594
1234,109,594
1235,109,594
1236,109,594
1237,109,595
1238,109,596
1239,109,597
1240,109,598
1241,109,598
1242,109,598
1243,109,599
1244,109,599
1245,109,599
1246,109,600
1247,109,600
1248,109,601
1249,109,601
1250,109,601
1251,109,601
1252,109,602
1253,109,602
1254,109,603
1255,109,604
1256,109,605
1257,109,606
1258,109,606
1259,109,606
1260,109,607
1261,109,608
1262,109,608
1263,109,609
1264,109,610
1265,109,611
1266,110,612
1267,110,613
1268,111,614
1269,111,615
1270,111,616
1271,111,617
1272,111,618
1273,111,619
1274,111,620
1275,111,620
1276,111,620
1277,111,621
1278,111,622
1279,111,623
1280,111,623
1281,111,623
1282,111,624
1283,111,625
1284,111,625
1285,111,625
1286,111,625
1287,111,625
1288,111,625
1289,111,626
1290,112,627
1291,112,627
1292,112,628
1293,113,629
1294,114,630
1295,114,630
1296,114,631
1297,114,632
1298,115,633
1299,115,634
1300,115,634
1301,115,634
1302,115,635
1303,115,636
1304,115,637
1305,115,638
1306,115,638
1307,115,638
1308,115,638
1309,115,638
1310,115,638
1311,115,638
1312,115,638
1313,115,639
1314,115,640
1315,115,641
1316,115,642
1317,115,642
1318,115,642
1319,115,643
1320,115,644
1321,115,645
1322,115,646
1323,115,646
1324,115,647
1325,115,648
1326,115,649
1327,115,649
1328,115,650
1329,115,651
1330,115,651
1331,115,652
1332,115,652
1333,115,652
1334,115,653
1335,115,654
1336,115,654
1337,115,654
1338,115,655
1339,115,655
1340,115,656
1341,115,656
1342,115,657
1343,115,658
1344,115,659
1345,115,660
1346,115,660
1347,115,660
1348,115,660
1349,115,661
1350,115,662
1351,116,663
1352,116,664
1353,116,664
1354,116,665
1355,116,666
1356,117,667
1357,117,667
1358,117,667
1359,117,667
1360,117,667
1361,117,668
1362,117,669
1363,117,670
1364,117,671
1365,117,672
1366,117,673
1367,117,674
1368,117,675
1369,117,676
1370,117,676
1371,117,676
1372,117,677
1373,117,678
1374,117,678
1375,117,678
1376,117,678
1377,117,678
1378,117,679
1379,117,680
1380,118,681
1381,118,682
1382,118,682
1383,118,682
1384,118,682
1385,118,683
1386,118,684
1387,118,685
1388,118,685
1389,118,685
1390,118,686
1391,119,687
1392,119,687
1393,119,687
1394,119,688
1395,119,689
1396,119,690
1397,120,691
1398,121,692
1399,121,693
1400,121,694
1401,121,694
1402,121,695
1403,121,696
1404,122,697
1405,122,698
1406,122,699
1407,122,700
1408,122,701
1409,123,702
1410,123,703
1411,123,704
1412,123,704
1413,123,704
1414,123,704
1415,123,704
1416,123,704
1417,123,704
1418,123,704
1419,123,704
1420,123,704
1421,123,705
1422,123,706
1423,123,706
1424,123,706
1425,123,706
1426,123,707
1427,123,708
1428,124,709
1429,124,710
1430,124,711
1431,124,711
1432,124,712
1433,124,712
1434,124,712
1435,124,712
1436,124,712
1437,124,712
1438,124,712
1439,124,712
1440,124,712
1441,124,712
1442,124,712
1443,124,712
1444,124,712
1445,124,713
1446,125,714
1447,125,714
1448,125,714
1449,125,714
1450,125,714
1451,125,714
1452,125,714
1453,125,714
1454,125,714
1455,125,715
1456,125,715
1457,125,715
1458,125,716
1459,125,717
1460,126,718
1461,126,719
1462,126,719
1463,126,720
1464,126,721
1465,127,722
1466,127,723
1467,127,724
1468,127,724
1469,127,725
1470,127,725
1471,127,725
1472,127,725
1473,127,725
1474,127,726
1475,128,727
1476,128,728
1477,128,729
1478,128,730
1479,129,731
1480,129,732
1481,129,733
1482,129,734
1483,129,734
1484,129,735
1485,129,736
1486,129,737
1487,129,737
1488,129,738
1489,129,739
1490,129,740
1491,129,741
1492,129,742
1493,129,743
1494,129,743
1495,129,743
1496,129,743
1497,129,743
1498,129,744
1499,130,745
1500,130,746
1501,130,747
1502,131,748
1503,131,749
1504,131,750
1505,131,751
1506,131,752
1507,132,753
1508,132,753
1509,132,753
1510,132,753
1511,132,753
1512,132,753
1513,132,754
1514,132,754
1515,132,754
1516,132,755
1517,132,756
1518,132,757
1519,132,758
1520,132,759
1521,132,760
1522,133,761
1523,133,762
1524,133,763
1525,133,764
1526,133,765
1527,133,766
1528,133,767
1529,133,768
1530,133,768
1531,133,769
1532,133,770
1533,133,770
1534,133,770
1535,133,770
1536,133,770
1537,133,771
1538,133,772
1539,134,773
1540,134,773
1541,134,774
1542,134,775
1543,134,776
1544,134,776
1545,134,776
1546,134,776
1547,134,776
1548,135,777
1549,135,778
1550,135,779
1551,135,779
1552,135,779
1553,135,779
1554,135,779
1555,135,779
1556,135,779
1557,135,779
1558,135,780
1559,135,781
1560,136,782
1561,136,782
1562,136,782
1563,136,782
1564,136,782
1565,136,782
1566,136,783
1567,136,783
1568,136,783
1569,136,783
1570,136,783
1571,136,783
1572,136,784
1573,136,784
1574,136,784
1575,136,784
1576,136,784
1577,136,784
1578,136,784
1579,136,784
1580,136,784
1581,136,784
1582,136,785
1583,136,786
1584,136,786
1585,136,786
1586,136,786
1587,136,787
1588,136,787
1589,136,787
1590,136,787
1591,136,788
1592,136,789
1593,136,789
1594,136,790
1595,136,791
1596,136,791
1597,136,791
1598,136,791
1599,136,791
1600,136,792
1601,136,793
1602,136,794
1603,136,795
1604,136,796
1605,136,797
1606,136,798
1607,136,798
1608,136,798
1609,136,799
1610,136,800
1611,136,800
1612,136,801
1613,136,802
1614,136,802
1615,136,802
1616,136,802
1617,136,802
1618,136,802
1619,136,802
1620,136,802
1621,136,802
1622,136,802
1623,136,803
1624,136,804
1625,136,805
1626,136,806
1627,136,806
1628,136,806
1629,136,806
1630,136,807
1631,136,808
1632,136,809
1633,136,810
1634,136,810
1635,136,811
1636,136,812
1637,137,813
1638,137,813
1639,137,814
1640,137,815
1641,137,816
1642,137,816
1643,137,817
1644,137,817
1645,137,818
1646,137,818
1647,137,819
1648,137,820
1649,137,821
1650,137,821
1651,137,821
1652,137,821
1653,137,821
1654,137,821
1655,137,821
1656,137,821
1657,137,821
1658,137,822
1659,138,823
1660,138,824
1661,138,825
1662,138,826
1663,138,827
1664,138,828
1665,139,829
1666,139,829
1667,139,829
1668,139,830
1669,139,831
1670,139,831
1671,139,831
1672,139,832
1673,139,833
1674,139,833
1675,139,834
1676,139,835
1677,139,836
1678,139,837
1679,139,837
1680,139,838
1681,139,839
1682,140,840
1683,140,841
1684,140,842
1685,140,842
1686,140,842
1687,140,842
1688,140,842
1689,140,843
1690,140,844
1691,140,845
1692,140,846
1693,140,846
1694,140,846
1695,140,846
1696,140,846
1697,140,847
1698,140,848
1699,140,848
1700,140,848
1701,140,849
1702,140,850
1703,140,850
1704,140,851
1705,140,851
1706,140,852
1707,140,853
1708,140,854
1709,140,855
1710,140,856
1711,140,856
1712,140,857
1713,140,858
1714,140,858
1715,140,858
1716,140,859
1717,140,860
1718,140,861
1719,140,862
1720,141,863
1721,141,863
1722,141,863
1723,141,863
1724,141,863
1725,141,863
1726,141,863
1727,141,864
1728,141,864
1729,141,864
1730,141,864
1731,141,865
1732,141,866
1733,141,866
1734,141,866
1735,141,866
1736,141,866
1737,141,866
1738,141,866
1739,141,866
1740,141,866
1741,141,866
1742,141,866
1743,141,866
1744,141,866
1745,141,866
1746,141,866
1747,141,866
1748,141,866
1749,141,866
1750,141,866
1751,141,866
1752,141,866
1753,141,866
1754,141,866
1755,141,866
1756,141,866
1757,141,866
1758,141,866
1759,141,866
1760,141,866
1761,141,867
1762,141,867
1763,141,867
1764,141,868
1765,141,869
1766,141,869
1767,141,869
1768,141,869
1769,141,869
1770,141,869
1771,141,870
1772,141,870
1773,141,870
1774,141,870
1775,141,870
1776,141,870
1777,141,870
1778,141,870
1779,141,870
1780,141,870
1781,141,871
1782,142,872
1783,142,873
1784,142,873
1785,142,873
1786,142,873
1787,142,873
1788,142,873
1789,142,873
1790,142,874
1791,142,874
1792,142,875
1793,142,875
1794,142,876
1795,142,877
1796,142,877
1797,142,877
1798,142,877
1799,142,877
1800,142,877
1801,142,877
1802,142,877
1803,142,877
1804,142,877
1805,142,877
1806,142,877
1807,142,877
1808,142,877
1809,142,877
1810,142,877
1811,142,877
1812,142,877
1813,142,877
1814,142,877
1815,142,878
1816,142,879
1817,142,879
1818,142,879
1819,142,879
1820,142,879
1821,142,879
1822,142,879
1823,142,879
1824,142,879
1825,142,879
1826,142,879
1827,142,879
1828,142,879
1829,142,879
1830,142,879
1831,142,879
1832,142,879
1833,142,879
1834,142,879
1835,142,879
1836,142,879
1837,142,879
1838,142,879
1839,142,879
1840,142,879
1841,142,879
1842,142,879
1843,142,879
1844,142,879
1845,142,879
1846,142,879
1847,142,879
1848,142,879
1849,142,879
1850,142,879
1851,142,879
1852,142,879
1853,142,879
1854,142,879
1855,142,879
1856,142,879
1857,142,879
1858,142,879
1859,142,879
1860,142,879
1861,142,879
1862,142,879
1863,142,880
1864,142,881
1865,142,881
1866,142,881
1867,142,882
1868,142,883
1869,142,883
1870,142,884
1871,142,885
1872,142,886
1873,142,887
1874,142,888
1875,142,889
1876,142,890
1877,142,890
1878,142,891
1879,142,892
1880,142,893
1881,142,894
1882,142,895
1883,142,896
1884,142,896
1885,142,897
1886,142,898
1887,142,899
1888,142,900
1889,142,901
1890,142,902
1891,142,902
1892,142,902
1893,142,902
1894,142,902
1895,142,902
1896,142,902
1897,142,902
1898,142,902
1899,142,903
1900,142,904
1901,142,904
1902,142,904
1903,142,905
1904,142,905
1905,142,906
1906,142,907
1907,142,908
1908,142,908
1909,142,909
1910,142,909
1911,142,909
1912,142,909
1913,142,909
1914,142,909
1915,142,909
1916,142,909
1917,142,909
1918,142,910
1919,142,911
1920,142,912
1921,142,913
1922,142,914
1923,142,915
1924,142,915
1925,142,915
1926,142,916
1927,142,916
1928,142,916
1929,142,916
1930,142,916
1931,142,916
1932,142,916
1933,142,916
1934,142,916
1935,142,916
1936,142,917
1937,142,917
1938,142,918
1939,142,918
1940,142,918
1941,142,919
1942,142,920
1943,143,921
1944,143,921
1945,143,921
1946,143,921
1947,143,921
1948,143,921
1949,143,921
1950,143,921
1951,143,921
1952,143,921
1953,143,921
1954,143,921
1955,143,921
1956,143,921
1957,143,921
1958,143,921
1959,143,921
1960,143,921
1961,143,921
1962,143,921
1963,143,921
1964,143,921
1965,143,921
1966,143,921
1967,143,921
1968,143,921
1969,143,921
1970,143,921
1971,143,921
1972,143,921
1973,143,921
1974,143,921
1975,143,921
1976,143,921
1977,143,921
1978,143,921
1979,143,921
1980,143,921
1981,143,921
1982,143,921
1983,143,921
1984,143,921
1985,143,921
1986,143,921
1987,143,921
1988,143,921
1989,143,921
1990,143,921
1991,143,921
1992,143,921
1993,143,921
1994,143,921
1995,143,921
1996,143,921
1997,143,921
1998,143,921
1999,143,921
2000,143,921
2001,143,921
2002,143,921
2003,143,922
2004,143,922
2005,143,923
2006,144,924
2007,144,925
2008,144,925
2009,144,926
2010,144,927
2011,144,928
2012,145,929
